feature_id,facility_name_ar,facility_type,city_ar,approved_candidate_image_id,master_image_id,visual_match_status,facility_identity_status,primary_suitability,technical_quality,reviewer_name,review_date,rights_status,institutional_approval_status,publication_status,next_action
LY-HOT-000045,فندق جوهرة صبراتة السياحي,hotel,,,,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000046,فندق الجوهرة الزاوية,hotel,,,IMG-3219ADC72F5D3D54,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000049,فندق الخان الطرابلسي,hotel,,,IMG-443FF103E9C980C5,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000050,فندق الخليج,hostel,,,IMG-DFF472B57CBC2904,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000051,فندق الدبلوماسي,hotel,,,IMG-50A720DCFED91911,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000053,فندق الديار,hotel,,,IMG-56E98A5645B39F5D,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000054,فندق الرابطة,hotel,,,IMG-0B35E801F141C640,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000055,فندق الرفيع,hostel,,,IMG-1289F69675F9BC19,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000056,فندق الريان,hotel,,,IMG-D4C607AB8D516F6C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000057,فندق الزهر,hotel,,,IMG-B12576573F81B667,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000058,فندق الزيتونة,hostel,,,IMG-663C7115DAD00DDA,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000059,فندق السرايا,hotel,,,IMG-94AC661C198FA9B4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000060,فندق زوارة,hostel,,,IMG-1826FC3DA9B6FF0D,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000061,فندق السندباد,hotel,,,IMG-D811C87C391D5766,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000062,فندق الشجرة,hostel,,,IMG-096DC0A326F5DF45,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000064,فندق الشمس,hotel,,,IMG-B6E928DEACBB4687,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000065,فندق الصفوة,hostel,,,IMG-C5613AE16E174C4C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000066,فندق الصناعية مصراتة,hotel,,,IMG-67013592F955DB61,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000067,فندق الصولجان,hotel,,,IMG-214CCC8E1E22A28F,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000068,فندق العاصمة,hotel,,,IMG-2DF881E5E9936D8A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000071,فندق القوس,hotel,,,IMG-4C4A7EF4E59E1C56,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000072,فندق الكبير,hotel,,,IMG-50D31F0B8DD20094,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000074,فندق الماسة,hotel,,,IMG-29E63001ED6E6AA8,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000075,فندق المتوسط,hotel,,,IMG-5BE42BF01EA16B89,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000077,فندق المشكاة,hotel,,,IMG-FDB2049E02358947,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000078,فندق المنامة,hotel,,,IMG-F83777E607F937D9,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000079,فندق النخلة,hotel,,,IMG-9DECD06211223AB2,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000080,فندق النقازة الخمس,resort,,,IMG-38960BB243DCAEBE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000081,فندق النهر,hostel,,,IMG-44F58819FE6505E3,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000084,فندق الواحات,hotel,,,IMG-D6889136D1DAD153,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000085,فندق الياسمين,hotel,,,IMG-477F3B49EC08BB94,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000086,فندق أجنحة قرطاج,hotel,,,IMG-C778F371CEE679A5,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000088,فندق بنت السيد,hotel,,,IMG-D1E6E47D8546628E,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000090,فندق بيت الأمان,hostel,,,IMG-20805D649E860231,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000091,فندق بيت الشرق,hostel,,,IMG-EF3B1425ACE980F9,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000093,لانكاستر برج الحياة ( ماريوت سابقا),hotel,,,IMG-988702877E84182E,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000094,فندق دار غدامس,hostel,,,IMG-611FCFB8ACD59250,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000095,فندق ديار الهناء,hotel,,,IMG-83CA82DB3EDF9B3C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000096,فندق ليبوس,hotel,,,IMG-C10554B3A3FB55E7,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000097,فندق ريكسوس,hotel,,,IMG-ED18EDDB741D1F0A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000098,فندق زليتن,hotel,,,IMG-DBD8425A1CC2BD0C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000099,فندق زميت,hotel,,,IMG-B8A9EE245BA8AD26,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000100,فندق زوارة,hotel,,,IMG-255FB8237A2F0054,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000102,فندق سفاري,hotel,,,IMG-9D8E2EB582BFCFAC,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000103,فندق سفاري 2,hotel,,,IMG-CCD95F291123DD4A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000105,فندق ضيافة ونيس,hotel,,,IMG-69E8B1DE5A71649E,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000106,فندق طرابلس الدولي,hotel,,,IMG-9C4AEF2C6F040553,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000107,فندق طليطلة,hotel,,,IMG-0E799557CED9064A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000108,فندق طيبة,hotel,,,IMG-F9A3C38667647920,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000109,فندق عمير,hostel,,,IMG-72372DA2CAC0811E,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000110,فندق عين الفرس,hotel,,,IMG-48C35F15AFAC03C4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000112,فندق غريان السياحي,hotel,,,IMG-B6A8AFA7F049B288,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000113,فندق قرطاج,hotel,,,IMG-C4A9802D583C2030,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000114,فندق قصر الظهرة,hotel,,,IMG-35D703EAB18EB32C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000115,فندق قصر الفيروز,hotel,,,IMG-BE5EAB4A5C09CAA4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000116,فندق قمر صبراتة,hotel,,,IMG-C8E867675C8382FE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000118,فندق لبدة السياحي الخمس,hotel,,,IMG-60A7D1321C83220B,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000119,فندق ليالي قرطاج,hotel,,,IMG-B10F334A01F52BC3,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000120,فندق ليبيا,hostel,,,IMG-777779309D76AB79,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000121,فندق مادي الحسان,hotel,,,IMG-48D58D48DAA701DC,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000123,فندق ومطعم الامتياز,hotel,,,IMG-1CF0D3EE8287CA23,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000125,فندق يفرن,hotel,,,IMG-4F0420A624DB83FF,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000128,فندق الثريا السياحي,hotel,,,IMG-F0443C68BFB8ECB7,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000130,فندق البتراء,hotel,,,IMG-86FE165F8F5ADA77,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000131,فندق البردي,hotel,,,IMG-D9758A121B1BEAC9,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000132,فندق التلال,hotel,,,IMG-7FF5B1B7BB76C090,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000134,فندق الجغبوب,hotel,,,IMG-AA1CB588CAAD3FC9,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000135,فندق الجلاء,hotel,,,IMG-30A4B61B55A2DB7C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000137,فندق الخان الطرابلسي,hotel,,,IMG-692D357EF64EECF5,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000138,فندق الرحاب,hotel,,,IMG-D8DD811770FB6083,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000143,فندق ابن الرومي,hotel,,,IMG-F95797DD27AB0604,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000145,فندق الحياة,hotel,,,IMG-341A618CE06A6ADF,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000148,فندق العوينات,hotel,,,IMG-6CBB24820D65DE0B,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000150,فندق الفضيل,hotel,,,,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000151,فندق الفضيل رأس لانوف,hotel,,,IMG-37F5CC01C65299DE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000152,فندق الفلك,hotel,,,IMG-BCB7E1B223D8203A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000154,فندق القلعة,hotel,,,,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000155,فندق الكاظم,hotel,,,IMG-F5A37F569C93E905,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000157,فندق المبروك,hotel,,,IMG-5A83A2F605CCF1EE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000158,فندق المتوسط الخمس,hostel,,,IMG-5BE42BF01EA16B89,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000160,فندق المدينة,hotel,,,IMG-C528015251C45B51,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000163,فندق المرج السياحي,hotel,,,IMG-190884A40D2ABF52,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000164,فندق المسيرة,hotel,,,IMG-9AD922FF37B51637,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000166,فندق المغرب العربي,hotel,,,IMG-B04C55A3A97695A6,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000169,فندق النخلة السياحي,hotel,,,IMG-8A4782794B4D09FE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000171,فندق النوران,hotel,,,IMG-2289A7A09D4A8335,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000181,فندق اليمامة,hotel,,,IMG-A477669901497B22,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000187,فندق أفريقيا,hotel,,,IMG-424BD318FC8C835A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000190,فندق أمال ليبيا,hotel,,,,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000193,فندق باب البحر,hotel,,,IMG-5CA2B4E101C57B5C,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000196,فندق بلازما,hotel,,,IMG-133A23B4A668D9F5,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000201,فندق توباكتس,hotel,,,IMG-6FA829EB83A8FCAC,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000209,فندق ديار الهناء,hotel,,,IMG-183CEDE059F1A189,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000221,فندق سفيروس الخمس,hotel,,,IMG-65266F5F116CC5BF,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000223,فندق صحارى ليبيا,hotel,,,IMG-597BB54E378E3D06,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000268,فندق الفصول الاربعة 3,hotel,,,IMG-F4B773F3F5826691,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000273,فندق النعيم,hostel,,,IMG-A8A2FE6C77946B50,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000275,فندق الفصول الاربعة 2,resort,,,IMG-1C3BA4BF58BF7974,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000276,فندق السفير,hotel,,,IMG-7E5D0782E12EA5D9,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000277,فندق نور الثريا,hotel,,,IMG-66CB19A1EDEE23E0,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000278,فندق الشاطئ الذهبى,hotel,,,IMG-705FD2B233983894,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000279,فندق الصافي,hotel,,,IMG-ECE2E4D8B397371D,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000281,فندق الفصول الابعة 1,hotel,,,IMG-2D45459AD8F9CC78,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000282,فندق سفارى,hotel,,,IMG-60C21FD40A4E4920,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000283,فندق زهرة الخليج,hotel,,,IMG-1CDC2C3D694FD21B,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000284,فندق السلاسل الذهبية,hostel,,,IMG-D852AA75FDEC7960,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000295,فندق تاج,hostel,,,IMG-A4E1C106CA5102C7,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000297,فندق أضواء قرطاج,hotel,,,IMG-3E4CED93BF7426F1,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000305,فندق الغزالة,hotel,,,IMG-B936AD7EBE9DAF62,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000307,فندق الديوان,hotel,,,IMG-D9CA53A7672879BF,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000314,فندق السرايا,hotel,,,IMG-5269628C74ADF318,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000318,الحبايب,review_required,,,IMG-9A036A41DCB17370,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000319,هوم بلازا_للشقق الفندقية,hotel,,,IMG-A5A330256BF13807,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
