derivative_path,image_id,feature_id,declared_layer_id,runtime_geojson_path,feature_exists,visible_in_geojson,current_status,corrected_status,recommended_action,notes
assets/media/LIBYA/old-cities/LY-TRI-000013/LY-TRI-000013__primary__01__A4A0542B93A1__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000013/LY-TRI-000013__primary__01__A4A0542B93A1__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000013/LY-TRI-000013__primary__01__A4A0542B93A1__thumbnail.webp,IMG-F337A4A0542B93A1,LY-TRI-000013,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000017/LY-TRI-000017__primary__01__4B1252F2B117__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000017/LY-TRI-000017__primary__01__4B1252F2B117__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000017/LY-TRI-000017__primary__01__4B1252F2B117__thumbnail.webp,IMG-73034B1252F2B117,LY-TRI-000017,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000018/LY-TRI-000018__primary__01__25E917C50B33__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000018/LY-TRI-000018__primary__01__25E917C50B33__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000018/LY-TRI-000018__primary__01__25E917C50B33__thumbnail.webp,IMG-17E525E917C50B33,LY-TRI-000018,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000019/LY-TRI-000019__primary__01__B2C55FF38B98__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000019/LY-TRI-000019__primary__01__B2C55FF38B98__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000019/LY-TRI-000019__primary__01__B2C55FF38B98__thumbnail.webp,IMG-1472B2C55FF38B98,LY-TRI-000019,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000020/LY-TRI-000020__primary__01__AA1928CC784B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000020/LY-TRI-000020__primary__01__AA1928CC784B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000020/LY-TRI-000020__primary__01__AA1928CC784B__thumbnail.webp,IMG-C367AA1928CC784B,LY-TRI-000020,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000022/LY-TRI-000022__primary__01__6D53C1B0141C__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000022/LY-TRI-000022__primary__01__6D53C1B0141C__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000022/LY-TRI-000022__primary__01__6D53C1B0141C__thumbnail.webp,IMG-24E06D53C1B0141C,LY-TRI-000022,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000024/LY-TRI-000024__primary__01__819E57490E9C__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000024/LY-TRI-000024__primary__01__819E57490E9C__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000024/LY-TRI-000024__primary__01__819E57490E9C__thumbnail.webp,IMG-05B7819E57490E9C,LY-TRI-000024,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000025/LY-TRI-000025__primary__01__E7C8F411D21D__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000025/LY-TRI-000025__primary__01__E7C8F411D21D__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000025/LY-TRI-000025__primary__01__E7C8F411D21D__thumbnail.webp,IMG-7D42E7C8F411D21D,LY-TRI-000025,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000027/LY-TRI-000027__primary__01__7D9C80D1964B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000027/LY-TRI-000027__primary__01__7D9C80D1964B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000027/LY-TRI-000027__primary__01__7D9C80D1964B__thumbnail.webp,IMG-23577D9C80D1964B,LY-TRI-000027,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000038/LY-TRI-000038__primary__01__643CDF6C2C46__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000038/LY-TRI-000038__primary__01__643CDF6C2C46__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000038/LY-TRI-000038__primary__01__643CDF6C2C46__thumbnail.webp,IMG-9112643CDF6C2C46,LY-TRI-000038,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000039/LY-TRI-000039__primary__01__445EA919E31A__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000039/LY-TRI-000039__primary__01__445EA919E31A__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000039/LY-TRI-000039__primary__01__445EA919E31A__thumbnail.webp,IMG-7B1A445EA919E31A,LY-TRI-000039,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000040/LY-TRI-000040__primary__01__16AA6A16B6C4__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000040/LY-TRI-000040__primary__01__16AA6A16B6C4__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000040/LY-TRI-000040__primary__01__16AA6A16B6C4__thumbnail.webp,IMG-D88416AA6A16B6C4,LY-TRI-000040,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000041/LY-TRI-000041__primary__01__BFC4F9E0A52F__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000041/LY-TRI-000041__primary__01__BFC4F9E0A52F__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000041/LY-TRI-000041__primary__01__BFC4F9E0A52F__thumbnail.webp,IMG-6FB7BFC4F9E0A52F,LY-TRI-000041,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000043/LY-TRI-000043__primary__01__38BE08D0A139__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000043/LY-TRI-000043__primary__01__38BE08D0A139__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000043/LY-TRI-000043__primary__01__38BE08D0A139__thumbnail.webp,IMG-081738BE08D0A139,LY-TRI-000043,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000044/LY-TRI-000044__primary__01__1A8830B0040A__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000044/LY-TRI-000044__primary__01__1A8830B0040A__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000044/LY-TRI-000044__primary__01__1A8830B0040A__thumbnail.webp,IMG-0DE11A8830B0040A,LY-TRI-000044,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000045/LY-TRI-000045__primary__01__48B0FB44719A__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000045/LY-TRI-000045__primary__01__48B0FB44719A__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000045/LY-TRI-000045__primary__01__48B0FB44719A__thumbnail.webp,IMG-786748B0FB44719A,LY-TRI-000045,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000049/LY-TRI-000049__primary__01__077CB62C8940__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000049/LY-TRI-000049__primary__01__077CB62C8940__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000049/LY-TRI-000049__primary__01__077CB62C8940__thumbnail.webp,IMG-B889077CB62C8940,LY-TRI-000049,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000051/LY-TRI-000051__primary__01__4A2A53EADC07__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000051/LY-TRI-000051__primary__01__4A2A53EADC07__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000051/LY-TRI-000051__primary__01__4A2A53EADC07__thumbnail.webp,IMG-064B4A2A53EADC07,LY-TRI-000051,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000052/LY-TRI-000052__primary__01__3339136B110F__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000052/LY-TRI-000052__primary__01__3339136B110F__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000052/LY-TRI-000052__primary__01__3339136B110F__thumbnail.webp,IMG-19303339136B110F,LY-TRI-000052,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000054/LY-TRI-000054__primary__01__792D47A8700B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000054/LY-TRI-000054__primary__01__792D47A8700B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000054/LY-TRI-000054__primary__01__792D47A8700B__thumbnail.webp,IMG-8AA3792D47A8700B,LY-TRI-000054,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000055/LY-TRI-000055__primary__01__C6794AE5AD9B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000055/LY-TRI-000055__primary__01__C6794AE5AD9B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000055/LY-TRI-000055__primary__01__C6794AE5AD9B__thumbnail.webp,IMG-122EC6794AE5AD9B,LY-TRI-000055,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000056/LY-TRI-000056__primary__01__C97F0281CBCD__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000056/LY-TRI-000056__primary__01__C97F0281CBCD__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000056/LY-TRI-000056__primary__01__C97F0281CBCD__thumbnail.webp,IMG-ECA0C97F0281CBCD,LY-TRI-000056,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000058/LY-TRI-000058__primary__01__A396298F215C__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000058/LY-TRI-000058__primary__01__A396298F215C__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000058/LY-TRI-000058__primary__01__A396298F215C__thumbnail.webp,IMG-F7AFA396298F215C,LY-TRI-000058,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000059/LY-TRI-000059__primary__01__4F7D15BA1CA9__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000059/LY-TRI-000059__primary__01__4F7D15BA1CA9__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000059/LY-TRI-000059__primary__01__4F7D15BA1CA9__thumbnail.webp,IMG-9C844F7D15BA1CA9,LY-TRI-000059,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000061/LY-TRI-000061__primary__01__60A9C361F231__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000061/LY-TRI-000061__primary__01__60A9C361F231__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000061/LY-TRI-000061__primary__01__60A9C361F231__thumbnail.webp,IMG-40E860A9C361F231,LY-TRI-000061,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000063/LY-TRI-000063__primary__01__3F699F851D7B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000063/LY-TRI-000063__primary__01__3F699F851D7B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000063/LY-TRI-000063__primary__01__3F699F851D7B__thumbnail.webp,IMG-4E283F699F851D7B,LY-TRI-000063,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000064/LY-TRI-000064__primary__01__A7E577E96630__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000064/LY-TRI-000064__primary__01__A7E577E96630__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000064/LY-TRI-000064__primary__01__A7E577E96630__thumbnail.webp,IMG-A344A7E577E96630,LY-TRI-000064,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000069/LY-TRI-000069__primary__01__FA0C3434B21B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000069/LY-TRI-000069__primary__01__FA0C3434B21B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000069/LY-TRI-000069__primary__01__FA0C3434B21B__thumbnail.webp,IMG-3F21FA0C3434B21B,LY-TRI-000069,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000071/LY-TRI-000071__primary__01__66CA94A2E016__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000071/LY-TRI-000071__primary__01__66CA94A2E016__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000071/LY-TRI-000071__primary__01__66CA94A2E016__thumbnail.webp,IMG-464866CA94A2E016,LY-TRI-000071,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000077/LY-TRI-000077__primary__01__8C32DECB8309__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000077/LY-TRI-000077__primary__01__8C32DECB8309__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000077/LY-TRI-000077__primary__01__8C32DECB8309__thumbnail.webp,IMG-5D3E8C32DECB8309,LY-TRI-000077,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000079/LY-TRI-000079__primary__01__6D10CF623027__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000079/LY-TRI-000079__primary__01__6D10CF623027__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000079/LY-TRI-000079__primary__01__6D10CF623027__thumbnail.webp,IMG-B5026D10CF623027,LY-TRI-000079,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000082/LY-TRI-000082__primary__01__8FA287642F04__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000082/LY-TRI-000082__primary__01__8FA287642F04__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000082/LY-TRI-000082__primary__01__8FA287642F04__thumbnail.webp,IMG-250D8FA287642F04,LY-TRI-000082,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000084/LY-TRI-000084__primary__01__0855EA0BF5FC__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000084/LY-TRI-000084__primary__01__0855EA0BF5FC__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000084/LY-TRI-000084__primary__01__0855EA0BF5FC__thumbnail.webp,IMG-E3D10855EA0BF5FC,LY-TRI-000084,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000087/LY-TRI-000087__primary__01__DBE1ECA6364B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000087/LY-TRI-000087__primary__01__DBE1ECA6364B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000087/LY-TRI-000087__primary__01__DBE1ECA6364B__thumbnail.webp,IMG-E07ADBE1ECA6364B,LY-TRI-000087,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000088/LY-TRI-000088__primary__01__0A0DFB2B393D__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000088/LY-TRI-000088__primary__01__0A0DFB2B393D__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000088/LY-TRI-000088__primary__01__0A0DFB2B393D__thumbnail.webp,IMG-14F50A0DFB2B393D,LY-TRI-000088,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__thumbnail.webp,IMG-EDB214ADFC5588F7,LY-TRI-000090,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__thumbnail.webp,IMG-C653F4856C3D5A1E,LY-TRI-000094,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__thumbnail.webp,IMG-D32E10A0FAEF78DA,LY-TRI-000096,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__thumbnail.webp,IMG-BE72CA288AC4FFD8,LY-TRI-000097,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__thumbnail.webp,IMG-B75EC215EEDFBBA4,LY-TRI-000098,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__thumbnail.webp,IMG-AE2F2C36A0837DE7,LY-TRI-000099,old-tripoli,data/kml/final/old-tripoli.kml,true,false,public,withheld_derivative,withhold_until_runtime_layer_exists,KML is not counted as runtime linkage.
