change_id,layer_id,feature_id,change_type,field_name,old_value,new_value,reason,source_case_id,confidence,timestamp,reversible,notes
CHG-000759,tripoliCafes,LY-FNB-CAF-TRI-00018,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000760,tripoliCafes,LY-FNB-CAF-TRI-00019,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000761,tripoliCafes,LY-FNB-CAF-TRI-00019,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000762,tripoliCafes,LY-FNB-CAF-TRI-00020,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000763,tripoliCafes,LY-FNB-CAF-TRI-00020,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000764,tripoliCafes,LY-FNB-CAF-TRI-00021,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000765,tripoliCafes,LY-FNB-CAF-TRI-00021,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000766,tripoliCafes,LY-FNB-CAF-TRI-00022,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000767,tripoliCafes,LY-FNB-CAF-TRI-00022,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000768,tripoliCafes,LY-FNB-CAF-TRI-00023,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000769,tripoliCafes,LY-FNB-CAF-TRI-00023,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000770,tripoliCafes,LY-FNB-CAF-TRI-00024,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000771,tripoliCafes,LY-FNB-CAF-TRI-00024,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000772,tripoliCafes,LY-FNB-CAF-TRI-00025,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000773,tripoliCafes,LY-FNB-CAF-TRI-00025,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000774,tripoliCafes,LY-FNB-CAF-TRI-00026,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000775,tripoliCafes,LY-FNB-CAF-TRI-00026,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000776,tripoliCafes,LY-FNB-CAF-TRI-00027,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000777,tripoliCafes,LY-FNB-CAF-TRI-00027,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000778,tripoliCafes,LY-FNB-CAF-TRI-00028,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000779,tripoliCafes,LY-FNB-CAF-TRI-00028,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000780,tripoliCafes,LY-FNB-CAF-TRI-00029,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000781,tripoliCafes,LY-FNB-CAF-TRI-00029,review_triage,review_fields,{},"{""codes"": [""classification_review"", ""license_review""], ""priority"": ""P2""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000782,tripoliCafes,LY-FNB-CAF-TRI-00030,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000783,tripoliCafes,LY-FNB-CAF-TRI-00030,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000784,tripoliCafes,LY-FNB-CAF-TRI-00031,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000785,tripoliCafes,LY-FNB-CAF-TRI-00031,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000786,tripoliCafes,LY-FNB-CAF-TRI-00032,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000787,tripoliCafes,LY-FNB-CAF-TRI-00032,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000788,tripoliCafes,LY-FNB-CAF-TRI-00033,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000789,tripoliCafes,LY-FNB-CAF-TRI-00033,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000790,tripoliCafes,LY-FNB-CAF-TRI-00034,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000791,tripoliCafes,LY-FNB-CAF-TRI-00034,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000792,tripoliCafes,LY-FNB-CAF-TRI-00035,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000793,tripoliCafes,LY-FNB-CAF-TRI-00035,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000794,tripoliCafes,LY-FNB-CAF-TRI-00036,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000795,tripoliCafes,LY-FNB-CAF-TRI-00036,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000796,tripoliCafes,LY-FNB-CAF-TRI-00037,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000797,tripoliCafes,LY-FNB-CAF-TRI-00037,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000798,tripoliCafes,LY-FNB-CAF-TRI-00038,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000799,tripoliCafes,LY-FNB-CAF-TRI-00038,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000800,tripoliCafes,LY-FNB-CAF-TRI-00039,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000801,tripoliCafes,LY-FNB-CAF-TRI-00039,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000802,tripoliCafes,LY-FNB-CAF-TRI-00040,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000803,tripoliCafes,LY-FNB-CAF-TRI-00040,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000804,tripoliCafes,LY-FNB-CAF-TRI-00041,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000805,tripoliCafes,LY-FNB-CAF-TRI-00041,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000806,tripoliCafes,LY-FNB-CAF-TRI-00042,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000807,tripoliCafes,LY-FNB-CAF-TRI-00042,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000808,tripoliCafes,LY-FNB-CAF-TRI-00043,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000809,tripoliCafes,LY-FNB-CAF-TRI-00043,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000810,tripoliCafes,LY-FNB-CAF-TRI-00044,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000811,tripoliCafes,LY-FNB-CAF-TRI-00044,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000812,tripoliCafes,LY-FNB-CAF-TRI-00045,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000813,tripoliCafes,LY-FNB-CAF-TRI-00045,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000814,tripoliCafes,LY-FNB-CAF-TRI-00046,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000815,tripoliCafes,LY-FNB-CAF-TRI-00046,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000816,tripoliCafes,LY-FNB-CAF-TRI-00047,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000817,tripoliCafes,LY-FNB-CAF-TRI-00047,review_triage,review_fields,{},"{""codes"": [""classification_review"", ""license_review""], ""priority"": ""P2""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000818,tripoliCafes,LY-FNB-CAF-TRI-00048,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000819,tripoliCafes,LY-FNB-CAF-TRI-00048,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000820,tripoliCafes,LY-FNB-CAF-TRI-00049,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000821,tripoliCafes,LY-FNB-CAF-TRI-00049,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000822,tripoliCafes,LY-FNB-CAF-TRI-00050,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000823,tripoliCafes,LY-FNB-CAF-TRI-00050,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000824,tripoliCafes,LY-FNB-CAF-TRI-00051,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000825,tripoliCafes,LY-FNB-CAF-TRI-00051,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000826,tripoliCafes,LY-FNB-CAF-TRI-00052,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000827,tripoliCafes,LY-FNB-CAF-TRI-00052,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000828,tripoliCafes,LY-FNB-CAF-TRI-00053,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000829,tripoliCafes,LY-FNB-CAF-TRI-00053,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000830,tripoliCafes,LY-FNB-CAF-TRI-00054,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000831,tripoliCafes,LY-FNB-CAF-TRI-00054,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000832,tripoliCafes,LY-FNB-CAF-TRI-00055,safe_normalization,multiple_fields,"{""alias_ids"": null, ""legacy_ids"": null, ""merged_from_ids"": null, ""related_feature_ids"": null, ""relationship_types"": null, ""source_files"": null, ""source_records"": null}","{""alias_ids"": [], ""legacy_ids"": [], ""merged_from_ids"": [], ""related_feature_ids"": [], ""relationship_types"": [], ""source_files"": [], ""source_records"": []}","Safe formatting, deduplication, or derived count correction",,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
CHG-000833,tripoliCafes,LY-FNB-CAF-TRI-00055,review_triage,review_fields,{},"{""codes"": [""license_review""], ""priority"": ""P3""}",Review reason and ownership triage,,high,2026-08-06T19:17:18Z,true,Phase 1 trace record.
