feature_id,layer_id,feature_name_ar,facility_type,candidate_image_id,master_image_id,technical_quality,automatic_match_basis,visual_review_status,rights_status,institutional_approval_status,candidate_score,candidate_reason,manual_review_required,notes
LY-HOT-000001,hotels,فندق كورنثيا,hotel,IMG-FA97329E9A9EC2B8,IMG-2C6E751270A91DAA,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000012,hotels,فندق برقة,hotel,IMG-119A09082CDA83D7,IMG-5568E8921219816B,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000018,hotels,فندق الطاووس,hostel,IMG-70EDD68175987801,IMG-70EDD68175987801,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000019,hotels,فندق الودان,hotel,IMG-6A860408D3A66731,IMG-8D9EA23C81887426,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000020,hotels,فندق دار السلام ( المسيرة سابقا ),hotel,IMG-872A6D479BE28E01,IMG-FCAE0E7CAF03F59D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000021,hotels,فندق سان جورج,hotel,IMG-3CBAB36D93017A02,IMG-A6E700E352D9D346,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000022,hotels,فندق الحسنين الكبير,hostel,IMG-19C3F36AD1E19044,IMG-7F6D30A79425F860,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000023,hotels,بيوت الشباب,hostel,IMG-56A6440E48860943,IMG-764C36CA540766FE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000024,hotels,فندق بلاغراي السياحي ( التلال سابقا ),hostel,IMG-F5D8E40E6C1EA4DB,IMG-ECA705914F3DDBD7,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000025,hotels,منتجع ايميليا,resort,IMG-E4FA3718C8C00988,IMG-08F6D5CE7DAC9C94,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000026,hotels,منتجع وموتيل الأمان,resort,IMG-2B0470543FB41D5D,IMG-C455F0239870E895,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000027,hotels,بيوت شباب غدامس,review_required,IMG-76159BDC315DE906,IMG-2A66FD84B44F3088,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000028,hotels,نالوت غدامس فندق باب العز,hotel,IMG-EEC9D5AE902233A5,IMG-228F6BDB3D316354,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000029,hotels,فندق أبراج الوسطى,hotel,IMG-0F373BA333C2EBDE,IMG-CB96DDDE68C5CFBE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000031,hotels,فندق قصر الفيروز,hostel,IMG-4B53EBB6AABCC1D3,IMG-935DD19ECAFD33E4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000032,hotels,Royal Gardens Hotels,hostel,IMG-5BA106F592D0332E,IMG-19CA1851ED79FB1D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000034,hotels,فندق احواص,hostel,IMG-5ED99B628601EBD3,IMG-522DC3EE12090AF5,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000035,hotels,فندق الانوار,hotel,IMG-657CB03042B5C04B,IMG-03ECD13E8D5C6991,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000036,hotels,فندق الأخوة,hotel,IMG-02413AAE55399FB1,IMG-D3FB20419603B1A1,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000037,hotels,فندق الأصالة,hotel,IMG-5806382F3E321975,IMG-D0E8CF7434915CC6,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000038,hotels,فندق الأصيل,hotel,IMG-2BEC7C4B87BFEE2A,IMG-DE7D1D958BED2577,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000039,hotels,فندق الأندلس,hotel,IMG-95E3447DAE58A495,IMG-FF9B5C89FCA47753,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000040,hotels,فندق البركة,hotel,IMG-4C26C96431EC63BA,IMG-DBD02A9A43973386,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000041,hotels,فندق البستان,hotel,IMG-A3FECBDF161B5CCE,IMG-78A889EBB36B296C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000042,hotels,التاج للشقق الفندقية,hotel,IMG-C6DFB6BFEF341C5D,IMG-FC371968523F74F4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000045,hotels,فندق جوهرة صبراتة السياحي,hotel,IMG-2A5F837F7840D805,,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000046,hotels,فندق الجوهرة الزاوية,hotel,IMG-2AE0615B4101D7F4,IMG-3219ADC72F5D3D54,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000049,hotels,فندق الخان الطرابلسي,hotel,IMG-C7239FBDF94ED0B0,IMG-443FF103E9C980C5,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000050,hotels,فندق الخليج,hostel,IMG-B51A8889CBB17DA7,IMG-DFF472B57CBC2904,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000051,hotels,فندق الدبلوماسي,hotel,IMG-9A077AB897E06613,IMG-50A720DCFED91911,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000053,hotels,فندق الديار,hotel,IMG-76FF508F0B7A8565,IMG-56E98A5645B39F5D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000054,hotels,فندق الرابطة,hotel,IMG-5A8F81B9322E3F57,IMG-0B35E801F141C640,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000055,hotels,فندق الرفيع,hostel,IMG-C75C7E18E8905149,IMG-1289F69675F9BC19,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000056,hotels,فندق الريان,hotel,IMG-67A5A64E322D0F37,IMG-D4C607AB8D516F6C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000057,hotels,فندق الزهر,hotel,IMG-B7DE3703E4372DC6,IMG-B12576573F81B667,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000058,hotels,فندق الزيتونة,hostel,IMG-63F705E27DA71CF5,IMG-663C7115DAD00DDA,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000059,hotels,فندق السرايا,hotel,IMG-12604B3B51DF48AE,IMG-94AC661C198FA9B4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000060,hotels,فندق زوارة,hostel,IMG-529535B1FF6858C1,IMG-1826FC3DA9B6FF0D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000061,hotels,فندق السندباد,hotel,IMG-1FEA6DD92699F439,IMG-D811C87C391D5766,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000062,hotels,فندق الشجرة,hostel,IMG-20030B09B95C21F0,IMG-096DC0A326F5DF45,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000064,hotels,فندق الشمس,hotel,IMG-301D258252D7F3D2,IMG-B6E928DEACBB4687,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000065,hotels,فندق الصفوة,hostel,IMG-FC2F7E0A509C8E80,IMG-C5613AE16E174C4C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000066,hotels,فندق الصناعية مصراتة,hotel,IMG-07D179D8F1F3B4C8,IMG-67013592F955DB61,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000067,hotels,فندق الصولجان,hotel,IMG-506CFAE19599447E,IMG-214CCC8E1E22A28F,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000068,hotels,فندق العاصمة,hotel,IMG-2754AC0FDB2BC23D,IMG-2DF881E5E9936D8A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000071,hotels,فندق القوس,hotel,IMG-8F2297D7FBB16C96,IMG-4C4A7EF4E59E1C56,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000072,hotels,فندق الكبير,hotel,IMG-0FA01A3B05B019A0,IMG-50D31F0B8DD20094,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000074,hotels,فندق الماسة,hotel,IMG-5F1F8C35419379DF,IMG-29E63001ED6E6AA8,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000075,hotels,فندق المتوسط,hotel,IMG-4F0A3CE02FA1B883,IMG-5BE42BF01EA16B89,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000077,hotels,فندق المشكاة,hotel,IMG-31E0CFFABE88906C,IMG-FDB2049E02358947,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000078,hotels,فندق المنامة,hotel,IMG-F83777E607F937D9,IMG-F83777E607F937D9,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000079,hotels,فندق النخلة,hotel,IMG-280C1B178E8D3CFF,IMG-9DECD06211223AB2,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000080,hotels,فندق النقازة الخمس,resort,IMG-03FE1BFC24DF7657,IMG-38960BB243DCAEBE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000081,hotels,فندق النهر,hostel,IMG-00DF5A97DE0DCF00,IMG-44F58819FE6505E3,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000084,hotels,فندق الواحات,hotel,IMG-612CCDBF36460E46,IMG-D6889136D1DAD153,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000085,hotels,فندق الياسمين,hotel,IMG-477F3B49EC08BB94,IMG-477F3B49EC08BB94,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000086,hotels,فندق أجنحة قرطاج,hotel,IMG-F7EC6271B650752B,IMG-C778F371CEE679A5,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000088,hotels,فندق بنت السيد,hotel,IMG-599C8099E31AA502,IMG-D1E6E47D8546628E,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000090,hotels,فندق بيت الأمان,hostel,IMG-51AB10EF4C188BE1,IMG-20805D649E860231,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000091,hotels,فندق بيت الشرق,hostel,IMG-EF3B1425ACE980F9,IMG-EF3B1425ACE980F9,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000093,hotels,لانكاستر برج الحياة ( ماريوت سابقا),hotel,IMG-CB4676B3E9A8B840,IMG-988702877E84182E,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000094,hotels,فندق دار غدامس,hostel,IMG-7AC07FEBBAB341ED,IMG-611FCFB8ACD59250,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000095,hotels,فندق ديار الهناء,hotel,IMG-92E4F00620C05EFB,IMG-83CA82DB3EDF9B3C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000096,hotels,فندق ليبوس,hotel,IMG-F9F53CED1C50A8BD,IMG-C10554B3A3FB55E7,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000097,hotels,فندق ريكسوس,hotel,IMG-0D74F9F296DF86DD,IMG-ED18EDDB741D1F0A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000098,hotels,فندق زليتن,hotel,IMG-C8F2AC0814DA6F5B,IMG-DBD8425A1CC2BD0C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000099,hotels,فندق زميت,hotel,IMG-9F297B4C0B40C957,IMG-B8A9EE245BA8AD26,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000100,hotels,فندق زوارة,hotel,IMG-50C88BA946BC9961,IMG-255FB8237A2F0054,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000102,hotels,فندق سفاري,hotel,IMG-055271F1382E9D5A,IMG-9D8E2EB582BFCFAC,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000103,hotels,فندق سفاري 2,hotel,IMG-5FD7D29019D53E4A,IMG-CCD95F291123DD4A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000105,hotels,فندق ضيافة ونيس,hotel,IMG-9D9788DF5F512236,IMG-69E8B1DE5A71649E,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000106,hotels,فندق طرابلس الدولي,hotel,IMG-473D64CC0B4F095E,IMG-9C4AEF2C6F040553,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000107,hotels,فندق طليطلة,hotel,IMG-6580CB7EB805DFF0,IMG-0E799557CED9064A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000108,hotels,فندق طيبة,hotel,IMG-60AE2A53516D38B5,IMG-F9A3C38667647920,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000109,hotels,فندق عمير,hostel,IMG-14E7A433C1AA23C9,IMG-72372DA2CAC0811E,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000110,hotels,فندق عين الفرس,hotel,IMG-DA0ECA578123941F,IMG-48C35F15AFAC03C4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000112,hotels,فندق غريان السياحي,hotel,IMG-6BCB30EA9DC9D585,IMG-B6A8AFA7F049B288,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000113,hotels,فندق قرطاج,hotel,IMG-046EDC55FFD15293,IMG-C4A9802D583C2030,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000114,hotels,فندق قصر الظهرة,hotel,IMG-9177C7EFBB2B6B7C,IMG-35D703EAB18EB32C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000115,hotels,فندق قصر الفيروز,hotel,IMG-110FEF464D2C395F,IMG-BE5EAB4A5C09CAA4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000116,hotels,فندق قمر صبراتة,hotel,IMG-418C257283B4249C,IMG-C8E867675C8382FE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000118,hotels,فندق لبدة السياحي الخمس,hotel,IMG-67129E3029742E03,IMG-60A7D1321C83220B,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000119,hotels,فندق ليالي قرطاج,hotel,IMG-E6FB468A34553F69,IMG-B10F334A01F52BC3,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000120,hotels,فندق ليبيا,hostel,IMG-E154B829B141A067,IMG-777779309D76AB79,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000121,hotels,فندق مادي الحسان,hotel,IMG-433F949188978281,IMG-48D58D48DAA701DC,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000123,hotels,فندق ومطعم الامتياز,hotel,IMG-4CC4FED28261BA62,IMG-1CF0D3EE8287CA23,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000125,hotels,فندق يفرن,hotel,IMG-E62FE6C2A48E1957,IMG-4F0420A624DB83FF,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000128,hotels,فندق الثريا السياحي,hotel,IMG-8D254ED37F12A687,IMG-F0443C68BFB8ECB7,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000130,hotels,فندق البتراء,hotel,IMG-274B8FDFA79EB046,IMG-86FE165F8F5ADA77,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000131,hotels,فندق البردي,hotel,IMG-BD576D6C7A28616B,IMG-D9758A121B1BEAC9,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000132,hotels,فندق التلال,hotel,IMG-E4F857A3669A2646,IMG-7FF5B1B7BB76C090,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000134,hotels,فندق الجغبوب,hotel,IMG-8084340B4BB7CB22,IMG-AA1CB588CAAD3FC9,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000135,hotels,فندق الجلاء,hotel,IMG-94025569E10A3EC8,IMG-30A4B61B55A2DB7C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000137,hotels,فندق الخان الطرابلسي,hotel,IMG-692D357EF64EECF5,IMG-692D357EF64EECF5,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000138,hotels,فندق الرحاب,hotel,IMG-29F498B195A17DAE,IMG-D8DD811770FB6083,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000143,hotels,فندق ابن الرومي,hotel,IMG-C04C7358AE4C64F2,IMG-F95797DD27AB0604,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000145,hotels,فندق الحياة,hotel,IMG-4F1BF241FA1C1032,IMG-341A618CE06A6ADF,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000148,hotels,فندق العوينات,hotel,IMG-1E9790A7A8F159ED,IMG-6CBB24820D65DE0B,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000150,hotels,فندق الفضيل,hotel,IMG-03C03752D4FFB0D9,,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000151,hotels,فندق الفضيل رأس لانوف,hotel,IMG-7408B0FEE6E15B14,IMG-37F5CC01C65299DE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000152,hotels,فندق الفلك,hotel,IMG-E3245A512704B018,IMG-BCB7E1B223D8203A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000154,hotels,فندق القلعة,hotel,IMG-4DE50FE5C77F11DC,,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000155,hotels,فندق الكاظم,hotel,IMG-C1A63B7C18A696CC,IMG-F5A37F569C93E905,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000157,hotels,فندق المبروك,hotel,IMG-65010E3F7285D3C4,IMG-5A83A2F605CCF1EE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000158,hotels,فندق المتوسط الخمس,hostel,IMG-4F0A3CE02FA1B883,IMG-5BE42BF01EA16B89,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000160,hotels,فندق المدينة,hotel,IMG-4ECEDB1678C21ED6,IMG-C528015251C45B51,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000163,hotels,فندق المرج السياحي,hotel,IMG-4D69B0877B8F026F,IMG-190884A40D2ABF52,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000164,hotels,فندق المسيرة,hotel,IMG-36DA0CCAB2BCB61C,IMG-9AD922FF37B51637,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000166,hotels,فندق المغرب العربي,hotel,IMG-D345EAAFD727F3C0,IMG-B04C55A3A97695A6,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000169,hotels,فندق النخلة السياحي,hotel,IMG-87993A1E3CB548BA,IMG-8A4782794B4D09FE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
