feature_id,layer_id,name_ar,name_en,facility_type,classification,stars,municipality_ar,city_ar,region_ar,address,latitude,longitude,publication_status,current_local_image_count,current_remote_image_count,current_primary_image,current_gallery_count,data_quality_status,review_priority,notes
LY-HOT-000089,hotels,فندق بودلغوسة,Al-Haj Mahmoud Mohammed Abu Dalghousa Hotel,hotel,فندق,,يقع الفندق في محلة المدينة القديمة، تحديداً عند طريق الحِلقة (أو زنقة جامع الدروج,يقع الفندق في محلة المدينة القديمة، تحديداً عند طريق الحِلقة (أو زنقة جامع الدروج,,يقع الفندق في محلة المدينة القديمة، تحديداً عند طريق الحِلقة (أو زنقة جامع الدروج,32.894421,13.178583,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000090,hotels,فندق بيت الأمان,Beat Alaman Hotel,hostel,نزل,3,منطقة الظهرة، طرابلس، ليبيا,منطقة الظهرة، طرابلس، ليبيا,,منطقة الظهرة، طرابلس، ليبيا,32.8904765,13.1922543,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000091,hotels,فندق بيت الشرق,Bait Al Sharq hotel,hostel,نزل,,يقع الفندق في شارع الرازي، وتحديداً خلف شارع الكندي في مدينة طرابلس,يقع الفندق في شارع الرازي، وتحديداً خلف شارع الكندي في مدينة طرابلس,,يقع الفندق في شارع الرازي، وتحديداً خلف شارع الكندي في مدينة طرابلس,32.8922214,13.1722496,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000092,hotels,فندق تابكت,,hotel,فندق,,,,,,32.373779,15.084174,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000093,hotels,لانكاستر برج الحياة ( ماريوت سابقا),Lancaster Burj Al Hayat,hotel,فندق,5,طرابلس امام مصيف flyboard سابقا,طرابلس امام مصيف flyboard سابقا,,طرابلس امام مصيف flyboard سابقا,32.89019,13.164378,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000094,hotels,فندق دار غدامس,Dar Ghadames hotel,hostel,نزل,4,يقع بالقرب من المدينة القديمة,يقع بالقرب من المدينة القديمة,,يقع بالقرب من المدينة القديمة,30.0286488,9.490862,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000095,hotels,فندق ديار الهناء,,hotel,فندق,,,,,,32.378174,15.090561,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000096,hotels,فندق ليبوس,,hotel,فندق,,,,,,32.897114,13.206903,internal_ready,3,0,,0,medium,PRIORITY_A,
LY-HOT-000097,hotels,فندق ريكسوس,,hotel,فندق,,,,,,32.859509,13.193808,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000098,hotels,فندق زليتن,,hotel,فندق,,,,,,32.475266,14.559985,internal_ready,3,0,,0,medium,PRIORITY_A,
LY-HOT-000099,hotels,فندق زميت,,hotel,فندق,,,,,,32.899632,13.175705,internal_ready,10,0,,0,medium,PRIORITY_A,
LY-HOT-000100,hotels,فندق زوارة,,hotel,فندق,,,,,,32.92326,12.099145,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000101,hotels,فندق سرايا الليبو,,hotel,فندق,,,,,,32.893341,13.179074,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000102,hotels,فندق سفاري,,hotel,فندق,,,,,,32.373698,15.101947,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000103,hotels,فندق سفاري 2,,hotel,فندق,,,,,,32.351223,15.04225,internal_ready,3,0,,0,medium,PRIORITY_A,
LY-HOT-000104,hotels,فندق شروق افريقيا,,hotel,فندق,,,,,,32.890488,13.182145,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000105,hotels,فندق ضيافة ونيس,,hotel,فندق,,,,,,32.674606,13.173898,internal_ready,6,0,,0,medium,PRIORITY_A,
LY-HOT-000106,hotels,فندق طرابلس الدولي,,hotel,فندق,,,,,,32.8898719,13.1751773,internal_ready,6,0,,0,medium,PRIORITY_A,
LY-HOT-000107,hotels,فندق طليطلة,,hotel,فندق,,,,,,32.892212,13.203761,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000108,hotels,فندق طيبة,Teba Hotel,hotel,فندق,,الموقع: يقع وسط العاصمة طرابلس، وتحديداً في ميدان السويحلي - خلف شارع الرازي (شارع الكندي),الموقع: يقع وسط العاصمة طرابلس، وتحديداً في ميدان السويحلي - خلف شارع الرازي (شارع الكندي),,الموقع: يقع وسط العاصمة طرابلس، وتحديداً في ميدان السويحلي - خلف شارع الرازي (شارع الكندي),32.891926,13.171801,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000109,hotels,فندق عمير,Omair Hotel,hostel,نزل,3,يقع الفندق في شارع الكندي، طرابلس، ليبيا,يقع الفندق في شارع الكندي، طرابلس، ليبيا,,يقع الفندق في شارع الكندي، طرابلس، ليبيا,32.892131,13.1724352,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000110,hotels,فندق عين الفرس,,hotel,فندق,,,,,,30.0343914,9.6417117,internal_ready,2,0,,0,medium,PRIORITY_A,
LY-HOT-000111,hotels,فندق غابة الكشافة,,hotel,فندق,,,,,,31.951923,12.315046,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000112,hotels,فندق غريان السياحي,,hotel,فندق,,,,,,32.172661,13.030462,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000113,hotels,فندق قرطاج,,hotel,فندق,,,,,,32.889549,13.179976,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000114,hotels,فندق قصر الظهرة,,hotel,فندق,,,,,,32.888687,13.193874,internal_ready,6,0,,0,medium,PRIORITY_A,
LY-HOT-000115,hotels,فندق قصر الفيروز,,hotel,فندق,,,,,,32.853401,13.194599,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000116,hotels,فندق قمر صبراتة,,hotel,فندق,,,,,,32.792946,12.486354,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000117,hotels,فندق كونتنتال,,hotel,فندق,,,,,,32.890827,13.176499,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000118,hotels,فندق لبدة السياحي الخمس,Leptis Magna Hotel),hotel,فندق,3,يقع الفندق في مدينة الخمس بليبيا، بالقرب من مدخل مدينة لبدة الأثرية,يقع الفندق في مدينة الخمس بليبيا، بالقرب من مدخل مدينة لبدة الأثرية,,يقع الفندق في مدينة الخمس بليبيا، بالقرب من مدخل مدينة لبدة الأثرية,32.640457,14.278957,public_ready,9,0,,0,high,PRIORITY_A,
LY-HOT-000119,hotels,فندق ليالي قرطاج,,hotel,فندق,,,,,,32.882137,13.175961,internal_ready,3,0,,0,medium,PRIORITY_A,
LY-HOT-000120,hotels,فندق ليبيا,(Libya Hotel),hostel,نزل,3,قع في موقع حيوي يربط بين شارع المسعودي وشارع عمر المختار,قع في موقع حيوي يربط بين شارع المسعودي وشارع عمر المختار,,قع في موقع حيوي يربط بين شارع المسعودي وشارع عمر المختار,32.887112,13.164703,public_ready,6,0,,0,high,PRIORITY_A,
LY-HOT-000121,hotels,فندق مادي الحسان,,hotel,فندق,,,,,,32.89735,13.178001,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000122,hotels,فندق واستراحة جادو,,hotel,فندق,,,,,,31.939745,12.087632,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000123,hotels,فندق ومطعم الامتياز,,hotel,فندق,,,,,,32.354399,15.099292,internal_ready,6,0,,0,medium,PRIORITY_A,
LY-HOT-000124,hotels,فندق ومطعم النزهة,,hotel,فندق,,,,,,32.757835,12.749993,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000125,hotels,فندق يفرن,,hotel,فندق,,,,,,32.059994,12.518972,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000126,hotels,طرابلس للشقق الفندقية,,hotel,فندق,,,,,,32.878799,13.203281,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000127,hotels,نزل طرابلس الحديث,,hostel,نزل,,,,,,32.898422,13.177862,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000128,hotels,فندق الثريا السياحي,,hotel,فندق,,,,,,29.039751,21.53529,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000129,hotels,فندق الأنيس,,hotel,فندق,,,,,,32.118919,20.058214,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000130,hotels,فندق البتراء,,hotel,فندق,,,,,,32.888535,13.173758,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000131,hotels,فندق البردي,,hotel,فندق,,,,,,31.753349,25.087399,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000132,hotels,فندق التلال,,hotel,فندق,,,,,,32.759859,21.716139,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000133,hotels,فندق الجبل الأخضر,,hotel,فندق,,,,,,32.763145,22.640741,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000134,hotels,فندق الجغبوب,,hotel,فندق,,,,,,32.080338,23.97657,internal_ready,2,0,,0,medium,PRIORITY_A,
LY-HOT-000135,hotels,فندق الجلاء,,hotel,فندق,,,,,,32.080662,23.972946,internal_ready,3,0,,0,medium,PRIORITY_A,
LY-HOT-000137,hotels,فندق الخان الطرابلسي,El Khan Hotel,hotel,فندق,4,يقع في شارع أربعة عرصات بالمدينة القديمة,يقع في شارع أربعة عرصات بالمدينة القديمة,,يقع في شارع أربعة عرصات بالمدينة القديمة,32.8983218,13.1765256,public_ready,9,0,,0,high,PRIORITY_A,
LY-HOT-000138,hotels,فندق الرحاب,(Al Rehab Hotel),hotel,فندق,,يقع الفندق في شارع ابن مطروح، بالقرب من ميدان السويحلي، ويبعد حوالي 10 دقائق بالسيارة عن المدينة القديمة والقلعة الحمراء (السرايا الحمراء),يقع الفندق في شارع ابن مطروح، بالقرب من ميدان السويحلي، ويبعد حوالي 10 دقائق بالسيارة عن المدينة القديمة والقلعة الحمراء (السرايا الحمراء),,يقع الفندق في شارع ابن مطروح، بالقرب من ميدان السويحلي، ويبعد حوالي 10 دقائق بالسيارة عن المدينة القديمة والقلعة الحمراء (السرايا الحمراء),32.893204,13.173246,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000140,hotels,فندق الزيتونة,,hotel,فندق,,,,,,31.756525,14.0148,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000142,hotels,فندق السلام,,hotel,فندق,,,,,,32.924809,12.098621,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000143,hotels,فندق ابن الرومي,Ibn Al-Rumi Hotel,hotel,فندق,,فندق ابن الرومي طرابلس_شارع الرشيد,فندق ابن الرومي طرابلس_شارع الرشيد,,فندق ابن الرومي طرابلس_شارع الرشيد,32.89311,13.172151,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000144,hotels,فندق اجدابيا,,hotel,فندق,,,,,,30.757067,20.22291,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000145,hotels,فندق الحياة,,hotel,فندق,,93FM+HG8، مصراتة,93FM+HG8، مصراتة,,93FM+HG8، مصراتة,32.374023,15.08382,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000146,hotels,فندق الصحراوي,,hotel,فندق,,,,,,32.933887,12.0825,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000148,hotels,فندق العوينات,,hotel,فندق,,,,,,25.780432,10.566841,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000149,hotels,فندق الفردوس,,hotel,فندق,,يقع في منطقة المغار، وسط البلاد، درنة، ليبيا,يقع في منطقة المغار، وسط البلاد، درنة، ليبيا,,يقع في منطقة المغار، وسط البلاد، درنة، ليبيا,32.7646787,22.637859,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000150,hotels,فندق الفضيل,,hotel,فندق,,,,,,32.09071,20.049503,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000151,hotels,فندق الفضيل رأس لانوف,,hotel,فندق,,,,,,30.589722,18.420834,internal_ready,2,0,,0,medium,PRIORITY_A,
LY-HOT-000152,hotels,فندق الفلك,,hotel,فندق,,,,,,32.080894,23.976387,internal_ready,3,0,,0,medium,PRIORITY_A,
LY-HOT-000153,hotels,فندق القرضابية,,hotel,فندق,,,,,,31.211296,16.622601,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000154,hotels,فندق القلعة,,hotel,فندق,,,,,,27.033804,14.432752,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000155,hotels,فندق الكاظم,,hotel,فندق,,,,,,27.037169,14.428192,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000157,hotels,فندق المبروك,Almabrook Hotel,hotel,فندق,,يقع الفندق في شارع ابن الرومي، وهو متفرع من شارع الرشيد الشهير,يقع الفندق في شارع ابن الرومي، وهو متفرع من شارع الرشيد الشهير,,يقع الفندق في شارع ابن الرومي، وهو متفرع من شارع الرشيد الشهير,32.892877,13.1723517,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000158,hotels,فندق المتوسط الخمس,Almotawaset Hotel,hostel,نزل,3,"شارع 17 فبراير ...مقابل الجامع الجديد, Al Khums, Libya, 00218","شارع 17 فبراير ...مقابل الجامع الجديد, Al Khums, Libya, 00218",,"شارع 17 فبراير ...مقابل الجامع الجديد, Al Khums, Libya, 00218",32.652981,14.26402,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000159,hotels,فندق المدينة,,hotel,فندق,,,,,,32.767067,21.785664,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000160,hotels,فندق المدينة,,hotel,فندق,,,,,,31.206654,16.588852,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000162,hotels,فندق المدينة,,hotel,فندق,,اجدابيا ليبيا,اجدابيا ليبيا,,اجدابيا ليبيا,30.757528,20.22394,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000163,hotels,فندق المرج السياحي,,hotel,فندق,,,,,,32.49588,20.836086,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000164,hotels,فندق المسيرة,,hotel,فندق,,,,,,32.073318,23.968134,internal_ready,5,0,,0,medium,PRIORITY_A,
LY-HOT-000166,hotels,فندق المغرب العربي,,hotel,فندق,,,,,,32.7963896,12.4564481,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000167,hotels,فندق المنار,,hotel,فندق,,,,,,32.891778,13.172946,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000168,hotels,فندق النادي الليبي,,hotel,فندق,,,,,,32.136784,20.077461,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000169,hotels,فندق النخلة السياحي,,hotel,فندق,,,,,,32.890724,13.196285,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000170,hotels,فندق النخيل - مغلق,,hotel,فندق,,,,,,29.123215,15.938066,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000171,hotels,فندق النوران,,hotel,فندق,,,,,,32.127663,20.075045,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000172,hotels,فندق الهاروج,,hotel,فندق,,,,,,29.130289,15.950174,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000176,hotels,فندق الوادي,,hotel,فندق,,,,,,32.888648,13.180637,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000178,hotels,فندق الياقوتة,,hotel,فندق,,,,,,32.891278,13.176236,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000179,hotels,فندق الياقوتة,,hotel,فندق,,,,,,32.249558,20.180843,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000180,hotels,فندق اليقين,Al-Yaqeen Hotel,hostel,نزل,,شارع المسيرة الكبرى,شارع المسيرة الكبرى,,شارع المسيرة الكبرى,32.891921,13.172309,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000181,hotels,فندق اليمامة,Alyamama Hotel),hotel,فندق,4,ميدان السويحلي طرابلس,ميدان السويحلي طرابلس,,ميدان السويحلي طرابلس,32.8923265,13.174318,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000182,hotels,فندق اوزو,,hotel,فندق,,,,,,32.101406,20.058546,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000183,hotels,فندق ايلاف,,hotel,فندق,,,,,,32.770733,22.643206,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000184,hotels,فندق أبراج المدينة,,hotel,فندق,,,,,,32.8898132,13.1731091,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000185,hotels,فندق أجنحة قرطاج,,hotel,فندق,,,,,,32.890884,13.177596,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000186,hotels,فندق أفريقيا,,hotel,فندق,,,,,,27.02809,14.438138,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000187,hotels,فندق أفريقيا,,hotel,فندق,,شارع الامام سحنون,شارع الامام سحنون,,شارع الامام سحنون,30.758682,20.221619,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000188,hotels,فندق أكاكوس,,hotel,فندق,,,,,,24.958349,10.182599,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000189,hotels,فندق أكاكوس,,hotel,فندق,,,,,,32.892331,13.191482,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000190,hotels,فندق أمال ليبيا,,hotel,فندق,,الطريق الدائري جدابيا ليبيا Q6JJ+47X,الطريق الدائري جدابيا ليبيا Q6JJ+47X,,الطريق الدائري جدابيا ليبيا Q6JJ+47X,30.780668,20.23069,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000191,hotels,فندق أوجلة السياحي,,hotel,فندق,,,,,,29.168243,21.292574,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000192,hotels,فندق أويا,,hotel,فندق,,,,,,32.889216,13.177268,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000193,hotels,فندق باب البحر,Bab Al Bahr Hotel,hotel,فندق,4,بجانب ذات العماد,بجانب ذات العماد,,بجانب ذات العماد,32.8945957,13.1650299,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000194,hotels,فندق براك,,hotel,فندق,,,,,,27.53722,14.286153,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000195,hotels,فندق برينيتشي,,hotel,فندق,,,,,,32.113476,20.059597,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000196,hotels,فندق بلازما,Plasma HOTEL,hotel,فندق,3,428 شارع عمر المختار، طرابلس، ليبيا,428 شارع عمر المختار، طرابلس، ليبيا,,428 شارع عمر المختار، طرابلس، ليبيا,32.8856711,13.1640086,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000198,hotels,فندق بنغازي,,hotel,فندق,,,,,,32.13039,20.076538,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000201,hotels,فندق توباكتس,Thobacts Hotel,hotel,فندق,4,424 شارع عمر المختار، طرابلس، ليبيا (أمام محطة الوقود وبجانب مستشفى الجلاء),424 شارع عمر المختار، طرابلس، ليبيا (أمام محطة الوقود وبجانب مستشفى الجلاء),,424 شارع عمر المختار، طرابلس، ليبيا (أمام محطة الوقود وبجانب مستشفى الجلاء),32.886025,13.1653469,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000202,hotels,فندق تيبستي,,hotel,فندق,,,,,,32.11058,20.068462,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000203,hotels,فندق جاكرتا,,hotel,فندق,,,,,,32.888705,13.186652,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000204,hotels,فندق جالو السياحي,,hotel,فندق,,,,,,29.032753,21.545835,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000205,hotels,فندق جرمة السياحي,,hotel,فندق,,,,,,26.526762,13.068645,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000206,hotels,فندق جليانة,,hotel,فندق,,,,,,32.084225,20.045986,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000207,hotels,فندق دار جرمة,,hotel,فندق,,,,,,26.524315,13.06489,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000208,hotels,فندق دوجال السياحي,,hotel,فندق,,,,,,32.122803,20.06068,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000209,hotels,فندق ديار الهناء,,hotel,فندق,,,,,,32.373939,15.096167,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000210,hotels,فندق رواسي,,hotel,فندق,,,,,,29.117167,15.915834,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000211,hotels,فندق رويال,,hotel,فندق,,,,,,32.888264,13.185294,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000212,hotels,فندق ريباس,,hotel,فندق,,,,,,32.897114,13.206903,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000216,hotels,فندق زهرة البطنان,,hotel,فندق,,,,,,32.083584,23.976208,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000218,hotels,فندق زين,,hotel,فندق,,,,,,32.0741,23.941698,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000221,hotels,فندق سفيروس الخمس,Severus Hotel,hotel,فندق,5,يقع في منطقة المرقب بمدينة الخمس، ويتميز بكونه قريباً جداً من المواقع الأثرية الشهيرة مثل لبدة العظمى (Leptis Magna) وفيلا سيلين,يقع في منطقة المرقب بمدينة الخمس، ويتميز بكونه قريباً جداً من المواقع الأثرية الشهيرة مثل لبدة العظمى (Leptis Magna) وفيلا سيلين,,يقع في منطقة المرقب بمدينة الخمس، ويتميز بكونه قريباً جداً من المواقع الأثرية الشهيرة مثل لبدة العظمى (Leptis Magna) وفيلا سيلين,32.6439455,14.2468644,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000223,hotels,فندق صحارى ليبيا,Sahara Libya Hotel,hotel,فندق,4,شارع عمر المختار، طرابلس، ليبيا (مقابل مستشفى الجلاء للأطفال,شارع عمر المختار، طرابلس، ليبيا (مقابل مستشفى الجلاء للأطفال,,شارع عمر المختار، طرابلس، ليبيا (مقابل مستشفى الجلاء للأطفال,32.8851818,13.163813,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000226,hotels,فندق عمر الخيام,,hotel,فندق,,,,,,32.117958,20.056427,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000229,hotels,فندق فيلا النوران,,hotel,فندق,,,,,,32.107414,20.208708,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000230,hotels,فندق قاطش,,hotel,فندق,,,,,,32.771667,22.62608,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000232,hotels,فندق قصر البيضاء,,hotel,فندق,,,,,,32.762676,21.743811,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000234,hotels,فندق قصر الفضيل,,hotel,فندق,,,,,,32.093102,20.050541,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000236,hotels,فندق قصر النيل,,hotel,فندق,,,,,,32.119003,20.056025,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000237,hotels,فندق قصر الواحة,,hotel,فندق,,,,,,32.888051,13.18655,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000238,hotels,فندق قصور الضيافة,,hotel,فندق,,,,,,31.193056,16.573889,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000239,hotels,فندق قصي للشقق المفروشة,,hotel,فندق,,,,,,32.085758,23.971741,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000241,hotels,فندق قورينا,,hotel,فندق,,,,,,32.890995,13.193556,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000243,hotels,فندق لؤلؤة درنة,Derna Pearl Hotel,hotel,فندق,,,,,,32.754139,22.654371,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000246,hotels,فندق ميزران,,hotel,فندق,,,,,,32.894693,13.178912,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000247,hotels,فندق هارون,,hotel,فندق,,,,,,32.890538,13.19164,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000251,hotels,الفندق السياحي,,hotel,فندق,,,,,,32.375557,15.091389,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000252,hotels,الفندق القديم,,hotel,فندق,,,,,,32.500561,20.891672,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000253,hotels,الفندق الكبير,,hotel,فندق,,,,,,32.114559,20.060369,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000254,hotels,القرية السياحية قاريونس,,tourist_village,قرية سياحية,,,,,,32.060608,20.037174,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000256,hotels,نزل المدينة,,hostel,نزل,,,,,,24.964026,10.176822,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000257,hotels,نزل أمباي,,hostel,نزل,,,,,,26.079599,13.521364,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000258,hotels,نزل بيروت,Hotel Beirut,hostel,نزل,3,شارع الرفاعي، شارع عمر المختار طرابلس المركز,شارع الرفاعي، شارع عمر المختار طرابلس المركز,,شارع الرفاعي، شارع عمر المختار طرابلس المركز,32.8918347,13.174871,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000260,hotels,نزل مرحبا,,hostel,نزل,,,,,,32.891996,13.193521,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000261,hotels,الماسة للشقق الفندقية,,hotel,فندق,,,,,,32.356847,15.098727,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000262,hotels,فندق فزان,,hotel,فندق,,,,,,27.04336,14.42566,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000263,hotels,فندق المختار,Al Mukhtar Hotel,hostel,نزل,,يقع الفندق في شارع الكندي المتفرع قرب شارع الرشيد وشارع عمر المختار، طرابلس، ليبيا,يقع الفندق في شارع الكندي المتفرع قرب شارع الرشيد وشارع عمر المختار، طرابلس، ليبيا,,يقع الفندق في شارع الكندي المتفرع قرب شارع الرشيد وشارع عمر المختار، طرابلس، ليبيا,32.892153,13.171528,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000264,hotels,فندق قصر كاباو,,hotel,فندق,,طريق قصر كاباو، كاباو,طريق قصر كاباو، كاباو,,طريق قصر كاباو، كاباو,31.845286,11.32759,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000265,hotels,فندق الأفريقي,,hotel,فندق,,,,,,32.75209,22.664324,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000266,hotels,فندق قرطاج السياحى1,,hotel,فندق,,,,,,32.887489,13.175625,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000267,hotels,فندق السارة,,hotel,فندق,,,,,,32.887004,13.173311,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000268,hotels,فندق الفصول الاربعة 3,,hotel,فندق,,,,,,32.889742,13.17393,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000269,hotels,فندق أوال,,hotel,فندق,,,,,,32.887839,13.171814,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000270,hotels,فندق المتوسط,,hotel,فندق,,,,,,32.889282,13.184983,internal_ready,0,0,,0,medium,PRIORITY_C,
