review_id,image_id,master_image_id,source_relative_path,review_priority,feature_id_before,feature_id_proposed,layer_id,feature_name_ar,visual_match_status,reviewer_decision,verified_role,technical_quality_before,technical_quality_after,duplicate_decision,rights_status,rights_evidence,publication_permission,attribution_required,source_credit,reviewer_name,review_date,decision_confidence,manual_review_completed,validation_method,notes
P2REV-000035,IMG-7308AB91EC5133CA,IMG-7308AB91EC5133CA,assets/images/akakus/akakus-LY-AKAKUS-00019-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000036,IMG-E68C5524026BFC18,IMG-7308AB91EC5133CA,assets/images/akakus/akakus-LY-AKAKUS-00019-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000037,IMG-83D131761F7EA25D,IMG-83D131761F7EA25D,assets/images/akakus/akakus-LY-AKAKUS-00020-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000038,IMG-3BFE174325C444CE,IMG-83D131761F7EA25D,assets/images/akakus/akakus-LY-AKAKUS-00020-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000039,IMG-B45F567D113D9D86,IMG-B45F567D113D9D86,assets/images/akakus/akakus-LY-AKAKUS-00021-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000040,IMG-C8132570EE97B6C9,IMG-B45F567D113D9D86,assets/images/akakus/akakus-LY-AKAKUS-00021-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000041,IMG-AC0D675910C9E48B,IMG-AC0D675910C9E48B,assets/images/akakus/akakus-LY-AKAKUS-00022-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000042,IMG-72DEF054B277BD9C,IMG-AC0D675910C9E48B,assets/images/akakus/akakus-LY-AKAKUS-00022-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000043,IMG-E18F2DAE0868EC75,IMG-E18F2DAE0868EC75,assets/images/akakus/akakus-LY-AKAKUS-00023-01.png,PRIORITY_B,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000044,IMG-B7DBCB02F2C1F899,IMG-E18F2DAE0868EC75,assets/images/akakus/akakus-LY-AKAKUS-00023-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000045,IMG-7B82F05348DEFDD5,IMG-7B82F05348DEFDD5,assets/images/akakus/akakus-LY-AKAKUS-00028-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000046,IMG-A804CB0C1113807F,IMG-7B82F05348DEFDD5,assets/images/akakus/akakus-LY-AKAKUS-00028-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000047,IMG-5FDD5A2FFBF59DBF,IMG-5FDD5A2FFBF59DBF,assets/images/akakus/akakus-LY-AKAKUS-00028-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000048,IMG-43E5D7C28F80D864,IMG-5FDD5A2FFBF59DBF,assets/images/akakus/akakus-LY-AKAKUS-00028-02.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000049,IMG-AC89DDC21CE84AE0,IMG-AC89DDC21CE84AE0,assets/images/akakus/akakus-LY-AKAKUS-00029-01.png,PRIORITY_B,,,,,cannot_determine,defer,,acceptable,acceptable,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000050,IMG-D52E10EE98F1156C,IMG-AC89DDC21CE84AE0,assets/images/akakus/akakus-LY-AKAKUS-00029-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,acceptable,acceptable,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000051,IMG-3A5DE817DBAE2AD4,IMG-3A5DE817DBAE2AD4,assets/images/akakus/akakus-LY-AKAKUS-00030-01.png,PRIORITY_B,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000052,IMG-535DA87DC202F119,IMG-3A5DE817DBAE2AD4,assets/images/akakus/akakus-LY-AKAKUS-00030-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000053,IMG-B7FA7495843EC68C,IMG-B7FA7495843EC68C,assets/images/akakus/akakus-LY-AKAKUS-00031-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000054,IMG-5EA11A80C94E682F,IMG-B7FA7495843EC68C,assets/images/akakus/akakus-LY-AKAKUS-00031-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000055,IMG-1B31D51FCAA1AFD4,IMG-1B31D51FCAA1AFD4,assets/images/akakus/akakus-LY-AKAKUS-00032-01.png,PRIORITY_B,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000056,IMG-828F955698E0AF41,IMG-1B31D51FCAA1AFD4,assets/images/akakus/akakus-LY-AKAKUS-00032-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000057,IMG-AD1BBA82C39EE092,IMG-AD1BBA82C39EE092,assets/images/akakus/akakus-LY-AKAKUS-00035-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000058,IMG-735BFF9D2EF1E739,,assets/images/akakus/akakus-LY-AKAKUS-00035-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000059,IMG-AF6A7473582953C1,IMG-AF6A7473582953C1,assets/images/akakus/akakus-LY-AKAKUS-00035-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000060,IMG-794F968B8A93D36D,IMG-AF6A7473582953C1,assets/images/akakus/akakus-LY-AKAKUS-00035-02.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000061,IMG-59BD0D3A8231D05C,IMG-59BD0D3A8231D05C,assets/images/akakus/akakus-LY-AKAKUS-00037-01.png,PRIORITY_B,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000062,IMG-38E67ACEE9E21ECC,IMG-59BD0D3A8231D05C,assets/images/akakus/akakus-LY-AKAKUS-00037-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000063,IMG-C7416BED2AF2267C,IMG-C7416BED2AF2267C,assets/images/akakus/akakus-LY-AKAKUS-00037-02.png,PRIORITY_B,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000064,IMG-02A79C9AE3EE7189,IMG-C7416BED2AF2267C,assets/images/akakus/akakus-LY-AKAKUS-00037-02.webp,PRIORITY_C,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000065,IMG-26ADEB0254C1DEB2,IMG-26ADEB0254C1DEB2,assets/images/akakus/akakus-LY-AKAKUS-00039-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000066,IMG-3B00131BE0EA1D4F,IMG-26ADEB0254C1DEB2,assets/images/akakus/akakus-LY-AKAKUS-00039-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000067,IMG-7FFC0456721AEB45,IMG-7FFC0456721AEB45,assets/images/akakus/akakus-LY-AKAKUS-00040-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000068,IMG-84CCF451CA28025F,IMG-7FFC0456721AEB45,assets/images/akakus/akakus-LY-AKAKUS-00040-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000069,IMG-10EFC2ADB35883A3,IMG-10EFC2ADB35883A3,assets/images/akakus/akakus-LY-AKAKUS-00041-01.png,PRIORITY_C,,,,,cannot_determine,defer,,low,low,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000070,IMG-B2789EEAC82A75EB,IMG-10EFC2ADB35883A3,assets/images/akakus/akakus-LY-AKAKUS-00041-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,low,low,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000071,IMG-7D169C39C268165D,IMG-7D169C39C268165D,assets/images/akakus/akakus-LY-AKAKUS-00043-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000072,IMG-774DCB5D58949930,IMG-7D169C39C268165D,assets/images/akakus/akakus-LY-AKAKUS-00043-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000073,IMG-7081075BA4E2C8AE,IMG-7081075BA4E2C8AE,assets/images/akakus/akakus-LY-AKAKUS-00043-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000074,IMG-2AC82828FB2D9897,IMG-7081075BA4E2C8AE,assets/images/akakus/akakus-LY-AKAKUS-00043-02.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000075,IMG-4CE555A680866449,IMG-4CE555A680866449,assets/images/akakus/akakus-LY-AKAKUS-00049-01.png,PRIORITY_B,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000076,IMG-B25B3B99D10A18CF,IMG-4CE555A680866449,assets/images/akakus/akakus-LY-AKAKUS-00049-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000077,IMG-EE7F408CE9AABF02,IMG-EE7F408CE9AABF02,assets/images/akakus/akakus-LY-AKAKUS-00106-01.png,PRIORITY_B,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000078,IMG-5B72C92E56F99A85,IMG-EE7F408CE9AABF02,assets/images/akakus/akakus-LY-AKAKUS-00106-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,high,high,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000079,IMG-A72875D7BA428936,IMG-A72875D7BA428936,assets/images/akakus/akakus-LY-AKAKUS-00148-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000080,IMG-D92A2660BAB035A9,IMG-A72875D7BA428936,assets/images/akakus/akakus-LY-AKAKUS-00148-01.webp,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
