feature_id,layer_id,name_ar,name_en,facility_type_code,investment_type_code,geometry_type,city_ar,municipality_ar,longitude,latitude,data_quality_status,data_review_status,source,id_status
LY-HOT-000426,hotels,فندق الجبل الأخضر,Al-Jebel Al-Akhdar Hotel,hotel,,Point,,,13.17295,32.89486,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000427,hotels,فندق الجرات,,hotel,,Point,,,13.17827,32.890334,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000428,hotels,فندق الخان الطرابلسي,El Khan Hotel,hotel,,Point,,,13.1765324,32.8983279,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000429,hotels,فندق الخليج,Alkhaleej Hotel,hostel,,Point,,,13.1756702,32.8891741,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000430,hotels,فندق الخيام العربية,,hotel,,Point,,,13.206868,32.89736,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000431,hotels,فندق الدالي,,hotel,,Point,,,13.17488,32.88785,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000432,hotels,فندق الدبلوماسي,Diplomatic Hotel,hotel,,Point,,,13.1735146,32.8891665,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000433,hotels,فندق الدوحة,,hotel,,Point,,,13.17177,32.89215,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000434,hotels,فندق الديار,ADDEYAR HOTEL,hotel,,Point,,,13.174485,32.8915413,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000435,hotels,فندق الديوان,,hotel,,Point,,,13.177471,32.88782,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000436,hotels,فندق الديوان,,hotel,,Point,,,13.17747,32.88782,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000437,hotels,فندق الديوان,,hotel,,Point,,,13.177471,32.88782,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000438,hotels,فندق الديوان,,hotel,,Point,,,13.17747,32.88782,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000439,hotels,فندق الرحاب,,hotel,,Point,,,13.17289,32.89318,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000440,hotels,فندق الرحاب 1,,hotel,,Point,,,13.173006,32.89328,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000441,hotels,فندق الرحاب 2,,hotel,,Point,,,13.172757,32.893612,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000442,hotels,فندق الرفيع,,hotel,,Point,,,13.172712,32.893475,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000443,hotels,فندق الرواد,,hotel,,Point,,,13.16672,32.84566,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000444,hotels,فندق الريان,Alrayan Hotel,hotel,,Point,,,13.1725981,32.8906052,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000445,hotels,فندق الزيتونة,Alzaytouna Hotel,hostel,,Point,,,13.1921066,32.8903909,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000446,hotels,فندق السرايا,Assaraya Hotel,hotel,,Point,,,13.1757505,32.8916005,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000447,hotels,فندق السرايا السياحي,,hotel,,Point,,,13.17016,32.88849,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000448,hotels,فندق السفير,,hotel,,Point,,,13.17289,32.89137,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000449,hotels,فندق السفينة الزرقاء,,hotel,,Point,,,13.18844,32.89028,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000450,hotels,فندق السلاسل الذهبية,,hotel,,Point,,,13.16231,32.88532,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000451,hotels,فندق السلطان,,hotel,,Point,,,13.19688,32.89231,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000452,hotels,فندق السلطان داون تاون,,hotel,,Point,,,13.173253,32.887215,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000453,hotels,فندق السندباد,,hotel,,Point,,,13.16273,32.88596,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000454,hotels,فندق الشاطئ الذهبي,,hotel,,Point,,,13.16243,32.8864,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000455,hotels,فندق الشجرة,,hotel,,Point,,,13.19513,32.89339,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000456,hotels,فندق الشمس,,hotel,,Point,,,13.173329,32.892407,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000457,hotels,فندق الصافي,,hotel,,Point,,,13.1742,32.88948,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000458,hotels,فندق الصفوة للشقق الفندقية,,apartment_hotel,,Point,,,13.1886,32.8903,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000459,hotels,فندق الصولجان,,hotel,,Point,,,13.16296,32.88573,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000460,hotels,فندق الضيافة,,hotel,,Point,,,13.172,32.89226,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000461,hotels,فندق الطريق,,hotel,,Point,,,13.5800649,32.7974846,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000462,hotels,فندق العاصمة,,hotel,,Point,,,13.17404,32.88959,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000463,hotels,فندق الفتح,,hotel,,Point,,,13.17782,32.88943,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000464,hotels,فندق الفردوس,,hotel,,Point,,,13.17684,32.89315,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000465,hotels,فندق الفصول الأربعة ( 1 ),,hotel,,Point,,,13.17354,32.89087,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000466,hotels,فندق الفصول الأربعة ( 2 ),,hotel,,Point,,,13.173947,32.892025,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000467,hotels,فندق الفصول الأربعة ( 3 ),,hotel,,Point,,,13.173882,32.889845,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000468,hotels,فندق القلعة السياحي للشقق المفروشة,,apartment_hotel,,Point,,,13.16694,32.84635,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000469,hotels,فندق القنصل,,hotel,,Point,,,13.17139,32.89232,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000470,hotels,فندق القوس,,hotel,,Point,,,13.19366,32.89311,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000471,hotels,فندق الكندي,,hotel,,Point,,,13.17304,32.89234,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000472,hotels,فندق الكنوز الدهبية,,hotel,,Point,,,13.174283,32.8914,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000473,hotels,فندق اللؤلؤة,,apartment_hotel,,Point,,,13.16297,32.88663,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000474,hotels,فندق الليلك,,hotel,,Point,,,13.196468,32.89431,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000475,hotels,فندق المأمون,,hotel,,Point,,,13.17422,32.89429,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000476,hotels,فندق المبروك,,hotel,,Point,,,13.17221,32.89304,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000477,hotels,فندق المتوسط,,hotel,,Point,,,13.18494,32.88922,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000478,hotels,فندق المتوسط,,hotel,,Point,,,13.18494,32.88921,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000479,hotels,فندق المتوسط,,hotel,,Point,,,13.18494,32.88922,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000480,hotels,فندق المتوسط,,hotel,,Point,,,13.18494,32.88921,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000481,hotels,فندق المختار,,hotel,,Point,,,13.17151,32.89212,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000482,hotels,فندق المشكاة,,hotel,,Point,,,13.17974,32.89147,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000483,hotels,فندق المنامة,,hotel,,Point,,,13.173006,32.89328,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000484,hotels,فندق المهاري رادسون بلو,Radisson Blu Al Mahary Hotel,resort,,Point,,,13.1997991,32.8959784,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000485,hotels,فندق النخلة السياحي,,hotel,,Point,,,13.19617,32.89079,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000486,hotels,فندق النهر,,hotel,,Point,,,13.17116,32.8936,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000487,hotels,فندق النورس,,hotel,,Point,,,13.19275,32.89127,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000488,hotels,فندق الهاني,,hotel,,Point,,,13.172338,32.892273,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000489,hotels,فندق الهناء,,hotel,,Point,,,13.17509,32.89193,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000490,hotels,فندق الواحات,,hotel,,Point,,,13.16897,32.88737,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000491,hotels,فندق الوادي,,hotel,,Point,,,13.18057,32.88846,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000492,hotels,فندق الودان,,hotel,,Point,,,13.1909,32.89313,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000493,hotels,فندق الياسمينة,,hotel,,Point,,,13.18507,32.88789,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000494,hotels,فندق الياقوتة,,hotel,,Point,,,13.17631,32.89129,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000495,hotels,فندق اليقين,,hotel,,Point,,,13.172999,32.8924,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000496,hotels,فندق اوال,Awal Hotel Tripoli,hotel,,Point,,,13.17211,32.8888903,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000497,hotels,فندق أجنحة الوليد,,hotel,,Point,,,13.19003,32.886231,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000498,hotels,فندق أسامة,,hotel,,Point,,,13.1755605,32.8871678,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000499,hotels,فندق أسامة,,hotel,,Point,,,13.1757843,32.8871208,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000500,hotels,فندق أسامة,,hotel,,Point,,,13.1756249,32.8871093,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000501,hotels,فندق أسامة,,hotel,,Point,,,13.1755107,32.8872874,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000502,hotels,فندق باب البحر,,hotel,,Point,,,13.1649319,32.8945243,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000503,hotels,فندق باب طرابلس,,hotel,,Point,,,13.17819,32.87239,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000504,hotels,فندق برج المدينة,,hotel,,Point,,,13.17303,32.88987,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000505,hotels,فندق برج كورنثيا باب أفريقيا,,hotel,,Point,,,13.170857,32.897016,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000506,hotels,فندق بلازما,,hotel,,Point,,,13.16405,32.88571,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000507,hotels,فندق بلخير,,hotel,,Point,,,13.17728,32.8907,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000508,hotels,فندق بلخير السياحي,,hotel,,Point,,,13.177267,32.890687,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000509,hotels,فندق بيت الامان,,hotel,,Point,,,13.1919,32.89041,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000510,hotels,فندق بيت الشرق,,hotel,,Point,,,13.17232,32.89234,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000511,hotels,فندق بيت الضيافة,,hotel,,Point,,,13.10091,32.8627,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000512,hotels,فندق بيروت,,hotel,,Point,,,13.17501,32.89186,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000513,hotels,فندق تاج دبي,,hotel,,Point,,,13.173948,32.892203,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000514,hotels,فندق توباكتس,,hotel,,Point,,,13.16469,32.88609,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000515,hotels,فندق جاكرتا,,hotel,,Point,,,13.18665,32.88863,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000516,hotels,فندق جي دبليو ماروت,Lancaster Burj Al Hayat,hotel,,Point,,,13.164639,32.891567,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000517,hotels,فندق دار طرابلس,,hotel,,Point,,,13.192052,32.891919,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000518,hotels,فندق ديكنة,,hotel,,Point,,,13.17661,32.888213,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000519,hotels,فندق ذا ريسدنس,,hotel,,Point,,,13.19399,32.88884,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000520,hotels,فندق رويال جاردنس,,hotel,,Point,,,13.19012,32.88628,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000521,hotels,فندق ريزيدينس,,hotel,,Point,,,13.19378,32.88867,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000522,hotels,فندق زميت الأثري,,hotel,,Point,,,13.17576,32.89958,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000523,hotels,فندق زهرة الخليج,,hotel,,Point,,,13.171917,32.89311,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000524,hotels,فندق سارة,,hotel,,Point,,,13.163005,32.885297,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000525,hotels,فندق سبراتا,,hotel,,Point,,,13.191319,32.88722,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000526,hotels,فندق سفارى,,hotel,,Point,,,13.17149,32.89316,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000527,hotels,فندق سما و بلقيس,,hotel,,Point,,,13.17925,32.88931,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000528,hotels,فندق سما وبلقيس,,hotel,,Point,,,13.17881,32.88947,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000529,hotels,فندق صحراء ليبيا,,hotel,,Point,,,13.16299,32.88533,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000530,hotels,فندق ضيافة ونيس,,hotel,,Point,,,13.173872,32.674516,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000531,hotels,فندق طرابلس الدولى,,hotel,,Point,,,13.17533,32.88995,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000532,hotels,فندق طليطلة,,hotel,,Point,,,13.20382,32.89202,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000533,hotels,فندق طيبة,,hotel,,Point,,,13.17181,32.89196,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000534,hotels,فندق عمير,,hotel,,Point,,,13.172306,32.892162,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000535,hotels,فندق غصن الذهب,,hotel,,Point,,,13.16923,32.89133,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000536,hotels,فندق فكتوريا,,hotel,,Point,,,13.19444,32.89132,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000537,hotels,فندق الاندلس /فندق فوربوينتس شيرتون,,hotel,,Point,,,13.146443,32.881078,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000538,hotels,فندق قرطاج,,hotel,,Point,,,13.172593,32.892179,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000539,hotels,فندق قصر الظهرة,,hotel,,Point,,,13.19423,32.89308,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000540,hotels,فندق قصر الياقوت,,hotel,,Point,,,13.1778757,32.8916761,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000541,hotels,فندق قصر ليبيا,,hotel,,Point,,,13.19433,32.89311,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000542,hotels,فندق قلعة صفيت,,hotel,,Point,,,13.171082,32.893137,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000543,hotels,فندق هارون,,hotel,,Point,,,13.19167,32.89047,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000544,hotels,فندق قورينا,,hotel,,Point,,,13.1935,32.89095,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000545,hotels,فندق كريستال,,hotel,,Point,,,13.177715,32.888509,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000546,hotels,فندق كليوباترا,,hotel,,Point,,,13.19292,32.89206,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000547,hotels,فندق كيان,,hotel,,Point,,,13.1948,32.89062,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000548,hotels,فندق كيفالاي,,hotel,,Point,,,13.198579,32.855747,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000549,hotels,فندق كيلو بترا,,hotel,,Point,,,13.193203,32.89192,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000550,hotels,فندق ليبوس,,hotel,,Point,,,13.208031,32.897506,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000551,hotels,فندق ليبيا السياحي,,hotel,,Point,,,13.16452,32.88714,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000552,hotels,فندق ماريقولد,,hotel,,Point,,,13.192639,32.890861,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000553,hotels,فندق مجد الضيافة,,apartment_hotel,,Point,,,13.135809,32.846506,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000554,hotels,فندق مرحبا,,hotel,,Point,,,13.19337,32.89188,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000555,hotels,فندق ناريـز ( NARIZ HOTEL),,hotel,,Point,,,13.20266,32.89559,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000556,hotels,فندق نزهة,,hotel,,Point,,,13.20022,32.881335,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000557,hotels,فندق نيو ستي,,hotel,,Point,,,13.176188,32.88784,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000558,hotels,فندق هايتي,,hotel,,Point,,,13.172014,32.893914,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000559,hotels,قرية تاجوراء السياحية,,hotel,,Point,,,13.42945,32.86274,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000560,hotels,قصر العائلة للشقق الفندقية الفرع الثاني,,apartment_hotel,,Point,,,13.21628,32.89163,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000561,hotels,لبدة إفريقيا للشقق الفندقية,,apartment_hotel,,Point,,,13.239434,32.853777,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000562,hotels,لمسة للشقق الفندقية,,apartment_hotel,,Point,,,13.18492,32.88966,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000563,hotels,مساكن القدس للشقق الفندقية,,apartment_hotel,,Point,,,13.179476,32.879495,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000564,hotels,مساكن القدس للشقق الفندقية,,apartment_hotel,,Point,,,13.17949,32.87951,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000565,hotels,مساكن القدس للشقق الفندقية,,apartment_hotel,,Point,,,13.179476,32.879495,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000566,hotels,مساكن القدس للشقق الفندقية,,apartment_hotel,,Point,,,13.17949,32.87951,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000567,hotels,منازل الشط للشقق الفندقية,,apartment_hotel,,Point,,,13.23361,32.90408,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000568,hotels,والي للشقق الفندقية,,apartment_hotel,,Point,,,13.265857,32.905556,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000569,hotels,لانكاستر برج الحياة (ماريوت سابقا),Lancaster Burj Al Hayat,hotel,,Point,,,13.164441,32.890814,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000570,hotels,فندق الشراع,,hotel,,Point,,,13.172951,32.89219,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000571,hotels,فندق اليمامة,,hotel,,Point,,,13.174335,32.892304,medium,integrated,Ministry hotels team KML update,valid
LY-HOT-000572,hotels,فندق الصفوة,,hotel,,Point,,,13.188429,32.89027,medium,integrated,Ministry hotels team KML update,valid
LY-FNB-RES-TRI-00001,tripoliRestaurants,مطعم براون للوجبات السريعة,,restaurant,,Point,طرابلس,طرابلس,13.2116343,32.8777699,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00002,tripoliRestaurants,مطعم النبراس,,traditional_restaurant,,Point,طرابلس,طرابلس,13.202387,32.868285,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00003,tripoliRestaurants,مطعم لارمبلا,,restaurant,,Point,طرابلس,طرابلس,13.207352,32.880459,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00004,tripoliRestaurants,مطعم فتوش للمأكولات اللبنانية حي الأندلس,,international_restaurant,,Point,طرابلس,طرابلس,13.12428,32.872808,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00005,tripoliRestaurants,مطعم تك أوي,,fast_food,,Point,طرابلس,طرابلس,13.19369,32.872239,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00006,tripoliRestaurants,مطعم بيت الختيار,,fast_food,,Point,طرابلس,طرابلس,13.195834,32.890244,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00007,tripoliRestaurants,مطعم الأثار,,restaurant,,Point,طرابلس,طرابلس,13.175679,32.900152,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00008,tripoliRestaurants,مطعم فور سيزونز,,traditional_restaurant,,Point,طرابلس,طرابلس,13.209478,32.886332,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00009,tripoliRestaurants,مطعم ميلانو للوجبات السريعة,,restaurant,,Point,طرابلس,طرابلس,13.1784986,32.8746942,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00010,tripoliRestaurants,الأخطبوط للمشاوى والوجبات السريعة,,restaurant_other,,Point,طرابلس,طرابلس,13.1896814,32.8830634,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00011,tripoliRestaurants,دا ميت هاوس,,restaurant_other,,Point,طرابلس,طرابلس,13.2032859,32.8758394,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00012,tripoliRestaurants,مطعم الزرقاني للمأكولات الشعبية و الشرقية,,traditional_restaurant,,Point,طرابلس,طرابلس,13.1850769,32.8826957,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00013,tripoliRestaurants,بيتزا الفورنو شارع الجمهورية,,fast_food,,Point,طرابلس,طرابلس,13.1836263,32.8804167,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00014,tripoliRestaurants,مطعم السفير,,restaurant,,Point,طرابلس,طرابلس,13.1843559,32.8928658,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00015,tripoliRestaurants,مطعم لاباديلا,,restaurant,,Point,طرابلس,طرابلس,13.209313,32.887671,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00016,tripoliRestaurants,الاخطبوط للمشاوي و الوجبات السريعة و فواكه البحر - الظهر,,seafood_restaurant,,Point,طرابلس,طرابلس,13.197489,32.890678,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00017,tripoliRestaurants,الانيا قريل- شواية,,restaurant,,Point,طرابلس,طرابلس,13.209232,32.892975,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00018,tripoliRestaurants,مذاق بكستاني - مطعم,,international_restaurant,,Point,طرابلس,طرابلس,13.203065,32.894209,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00019,tripoliRestaurants,مطعم شوايا,,restaurant,,Point,طرابلس,طرابلس,13.20639,32.875296,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00020,tripoliRestaurants,مطعم القصر,,international_restaurant,,Point,طرابلس,طرابلس,13.188201,32.889291,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00021,tripoliRestaurants,مطعم أورجينال,,international_restaurant,,Point,طرابلس,طرابلس,13.191188,32.885937,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00022,tripoliRestaurants,VIA MERCATO LY,,international_restaurant,,Point,طرابلس,طرابلس,13.190645,32.886498,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00023,tripoliRestaurants,مطعم مراحب، مطعم,,traditional_restaurant,,Point,طرابلس,طرابلس,13.216568,32.883433,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00024,tripoliRestaurants,المطعم السنيورة التركي,,international_restaurant,,Point,طرابلس,طرابلس,13.196109,32.86964,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00025,tripoliRestaurants,مطعم الطاجين للماكولات الليبية,,traditional_restaurant,,Point,طرابلس,طرابلس,13.199141,32.881308,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00026,tripoliRestaurants,مطعم الزرقاني للمأكولات الطرابلسية,,traditional_restaurant,,Point,طرابلس,طرابلس,13.195024,32.886101,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00027,tripoliRestaurants,مطعم لاروكا,,restaurant,,Point,طرابلس,طرابلس,13.23441,32.898353,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00028,tripoliRestaurants,بيج بوس برجر,,fast_food,,Point,طرابلس,طرابلس,13.209228,32.893162,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00029,tripoliRestaurants,لا كوتشينا إيطاليانو,,international_restaurant,,Point,طرابلس,طرابلس,13.197367,32.887588,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00030,tripoliRestaurants,شنابو الدهماني زاوية,,review_required,,Point,طرابلس,طرابلس,13.212874,32.894429,low,review_required,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00031,tripoliRestaurants,مطعم كوستيليا,,restaurant,,Point,طرابلس,طرابلس,13.212127,32.893137,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00032,tripoliRestaurants,أيلا كافي,,review_required,,Point,طرابلس,طرابلس,13.193842,32.887823,low,review_required,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00033,tripoliRestaurants,لاتينو,,review_required,,Point,طرابلس,طرابلس,13.202001,32.863291,low,review_required,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00034,tripoliRestaurants,ماكس قريل ماكس جريل,,restaurant_other,,Point,طرابلس,طرابلس,13.197205,32.892275,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00035,tripoliRestaurants,إنديامو,,review_required,,Point,طرابلس,طرابلس,13.206833,32.8728884,low,review_required,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00036,tripoliRestaurants,Olympic restaurant,,restaurant,,Point,طرابلس,طرابلس,13.165638,32.887482,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00037,tripoliRestaurants,مطعم قصر الوالي,,restaurant,,Point,طرابلس,طرابلس,13.134065,32.875599,medium,integrated,Tripoli restaurants team KML,valid
LY-FNB-RES-TRI-00038,tripoliRestaurants,مطعم وكافيه فلانيل | مطعم فلانيل ومقهي,,cafe_restaurant,,Point,طرابلس,طرابلس,13.205742,32.880592,medium,integrated,Tripoli restaurants team KML,valid
