id,name_ar,facility_type_code,municipality_ar,longitude,latitude,match_status,data_quality_status,completeness_percent,image_status
LY-HOT-000194,فندق براك,hotel,,14.286153,27.53722,exact_match,medium,50,no_image
LY-HOT-000195,فندق برينيتشي,hotel,,20.059597,32.113476,exact_match,medium,50,no_image
LY-HOT-000196,فندق بلازما,hotel,428 شارع عمر المختار، طرابلس، ليبيا,13.1640086,32.8856711,exact_match,high,100,temporary_google_url
LY-HOT-000197,فندق بنت السيد,hotel,,13.175939,32.900146,exact_match,medium,50,no_image
LY-HOT-000198,فندق بنغازي,hotel,,20.076538,32.13039,exact_match,medium,50,no_image
LY-HOT-000199,فندق بودلغوسة,hotel,,13.178583,32.894421,exact_match,medium,50,no_image
LY-HOT-000200,فندق تابكت,hotel,,15.084174,32.373779,exact_match,medium,50,no_image
LY-HOT-000201,فندق توباكتس,hotel,424 شارع عمر المختار، طرابلس، ليبيا (أمام محطة الوقود وبجانب مستشفى الجلاء),13.1653469,32.886025,exact_match,high,100,temporary_google_url
LY-HOT-000202,فندق تيبستي,hotel,,20.068462,32.11058,exact_match,medium,50,no_image
LY-HOT-000203,فندق جاكرتا,hotel,,13.186652,32.888705,exact_match,medium,50,no_image
LY-HOT-000204,فندق جالو السياحي,hotel,,21.545835,29.032753,exact_match,medium,50,no_image
LY-HOT-000205,فندق جرمة السياحي,hotel,,13.068645,26.526762,exact_match,medium,50,no_image
LY-HOT-000206,فندق جليانة,hotel,,20.045986,32.084225,exact_match,medium,50,no_image
LY-HOT-000207,فندق دار جرمة,hotel,,13.06489,26.524315,exact_match,medium,50,no_image
LY-HOT-000208,فندق دوجال السياحي,hotel,,20.06068,32.122803,exact_match,medium,50,no_image
